# File: Ref_veg_carbon_Mg_per_ha.csv
# Title: Reference veg and soil C density for HYDE land cells
# Units: Mg/ha
# Author: moirai
# Description: ref veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type
# Original source: soil c for sage pot veg; veg c for sage pot veg; reference veg; country raster; new glu raster; hyde land area
# Source: https://github.com/JGCRI/moirai
# Column types: ciicnnnnnn
# ----------
iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
som,100,1422,veg_c (below ground biomass),3,1,0,20,1,6
som,170,21,soil_c (0-30 cms),33,40,20,90,30,50
som,170,21,veg_c (above ground biomass),4,2,0,40,2,16
som,170,22,soil_c (0-30 cms),39,40,20,90,30,50
som,170,22,veg_c (above ground biomass),7,2,0,40,2,16
som,170,121,veg_c (above ground biomass),26,24,23,34,24,30
som,170,121,veg_c (below ground biomass),3,3,3,4,3,3
som,170,122,soil_c (0-30 cms),7,40,40,40,40,40
som,170,122,veg_c (above ground biomass),26,17,17,24,17,21
som,170,122,veg_c (below ground biomass),14,9,9,13,9,12
som,170,221,soil_c (0-30 cms),38,40,30,120,40,50
som,170,221,veg_c (above ground biomass),25,21,3,32,21,30
som,170,221,veg_c (below ground biomass),7,6,1,10,6,9
som,170,222,soil_c (0-30 cms),33,40,30,120,40,50
som,170,222,veg_c (above ground biomass),28,19,2,29,19,26
som,170,222,veg_c (below ground biomass),13,9,1,13,9,12
som,170,921,soil_c (0-30 cms),24,40,10,90,30,40
som,170,921,veg_c (above ground biomass),17,20,0,37,20,28
som,170,921,veg_c (below ground biomass),5,6,0,11,6,8
som,170,922,soil_c (0-30 cms),26,40,10,90,30,40
som,170,922,veg_c (above ground biomass),23,18,0,34,18,26
som,170,922,veg_c (below ground biomass),9,7,0,14,7,11
som,170,1021,soil_c (0-30 cms),34,40,20,120,30,40
som,170,1021,veg_c (above ground biomass),16,14,0,27,14,20
som,170,1021,veg_c (below ground biomass),13,12,0,22,12,16
som,170,1022,soil_c (0-30 cms),28,40,20,120,30,40
som,170,1022,veg_c (above ground biomass),22,15,0,28,15,20
som,170,1022,veg_c (below ground biomass),16,11,0,21,11,15
som,170,1121,soil_c (0-30 cms),34,40,10,130,30,50
som,170,1121,veg_c (above ground biomass),11,8,0,15,8,13
som,170,1121,veg_c (below ground biomass),24,19,0,33,19,29
som,170,1122,soil_c (0-30 cms),40,40,10,130,30,50
som,170,1122,veg_c (above ground biomass),23,9,0,16,9,14
som,170,1122,veg_c (below ground biomass),46,18,0,32,18,28
som,170,1221,soil_c (0-30 cms),25,30,10,130,30,40
som,170,1221,veg_c (above ground biomass),8,4,0,22,4,8
som,170,1221,veg_c (below ground biomass),10,5,0,26,5,10
som,170,1222,soil_c (0-30 cms),33,30,10,130,30,40
som,170,1222,veg_c (above ground biomass),11,4,0,22,4,8
som,170,1222,veg_c (below ground biomass),13,5,0,26,5,10
som,170,1421,soil_c (0-30 cms),31,30,20,110,20,30
som,170,1421,veg_c (above ground biomass),6,5,1,26,5,7
som,170,1421,veg_c (below ground biomass),2,2,0,11,2,3
som,170,1422,soil_c (0-30 cms),29,30,20,110,20,30
som,170,1422,veg_c (above ground biomass),7,4,1,20,4,5
som,170,1422,veg_c (below ground biomass),6,3,1,17,3,5
som,171,22,soil_c (0-30 cms),50,50,40,60,40,60
som,171,22,veg_c (above ground biomass),25,29,11,36,29,32
som,171,122,soil_c (0-30 cms),15,30,30,30,30,30
som,171,122,veg_c (above ground biomass),27,30,5,34,30,32
som,171,122,veg_c (below ground biomass),5,6,1,6,6,6
som,171,221,soil_c (0-30 cms),78,40,30,150,40,140
som,171,221,veg_c (above ground biomass),25,18,1,32,18,21
som,171,221,veg_c (below ground biomass),23,17,1,30,17,19
som,171,222,soil_c (0-30 cms),69,40,30,150,40,140
som,171,222,veg_c (above ground biomass),28,20,1,35,20,22
som,171,222,veg_c (below ground biomass),22,15,0,27,15,17
som,171,921,soil_c (0-30 cms),28,40,30,150,30,50
som,171,921,veg_c (above ground biomass),29,21,2,40,21,24
som,171,921,veg_c (below ground biomass),18,13,1,25,13,15
som,171,922,soil_c (0-30 cms),31,40,30,150,30,50
som,171,922,veg_c (above ground biomass),28,19,1,36,19,21
som,171,922,veg_c (below ground biomass),23,15,1,29,15,17
som,171,1021,soil_c (0-30 cms),84,100,40,150,60,110
som,171,1021,veg_c (above ground biomass),16,15,0,46,15,21
som,171,1021,veg_c (below ground biomass),5,5,0,14,5,6
som,171,1022,soil_c (0-30 cms),76,100,40,150,60,110
som,171,1022,veg_c (above ground biomass),19,15,0,46,15,21
som,171,1022,veg_c (below ground biomass),6,5,0,15,5,7
som,171,1121,soil_c (0-30 cms),26,30,30,70,30,30
som,171,1121,veg_c (above ground biomass),26,13,1,17,13,16
som,171,1121,veg_c (below ground biomass),48,23,1,30,23,28
som,171,1122,soil_c (0-30 cms),26,30,30,70,30,30
som,171,1122,veg_c (above ground biomass),27,13,1,17,13,15
som,171,1122,veg_c (below ground biomass),49,23,1,31,23,28
som,179,921,soil_c (0-30 cms),44,40,30,60,40,50
som,179,921,veg_c (above ground biomass),15,8,1,28,8,20
som,179,921,veg_c (below ground biomass),7,4,0,13,4,9
som,179,922,soil_c (0-30 cms),44,40,30,60,40,50
som,179,922,veg_c (above ground biomass),15,8,1,28,8,20
som,179,922,veg_c (below ground biomass),7,4,0,13,4,9
sur,161,121,soil_c (0-30 cms),124,110,50,230,90,140
sur,161,121,veg_c (above ground biomass),27,2,0,136,2,2
sur,161,121,veg_c (below ground biomass),13,1,0,65,1,1
sur,161,122,soil_c (0-30 cms),119,110,50,230,90,140
sur,161,122,veg_c (above ground biomass),38,2,0,140,2,2
sur,161,122,veg_c (below ground biomass),17,1,0,61,1,1
sur,161,125,soil_c (0-30 cms),81,110,50,230,90,140
sur,161,125,veg_c (above ground biomass),51,3,0,159,3,3
sur,161,125,veg_c (below ground biomass),13,1,0,42,1,1
sur,161,127,soil_c (0-30 cms),108,110,50,230,90,140
sur,161,127,veg_c (above ground biomass),68,3,0,154,3,3
sur,161,127,veg_c (below ground biomass),21,1,0,47,1,1
sur,161,922,soil_c (0-30 cms),230,230,60,230,60,230
sur,161,922,veg_c (above ground biomass),15,4,0,140,4,79
sur,161,922,veg_c (below ground biomass),7,2,0,63,2,35
sur,161,925,soil_c (0-30 cms),60,230,60,230,60,230
sur,161,925,veg_c (above ground biomass),7,4,0,133,4,75
sur,161,925,veg_c (below ground biomass),4,2,0,70,2,40
sur,161,1021,soil_c (0-30 cms),100,140,90,190,120,150
sur,161,1021,veg_c (above ground biomass),15,2,0,91,2,6
sur,161,1021,veg_c (below ground biomass),11,1,0,64,1,4
sur,161,1022,soil_c (0-30 cms),139,140,90,190,120,150
sur,161,1022,veg_c (above ground biomass),14,2,0,103,2,7
sur,161,1022,veg_c (below ground biomass),7,1,0,52,1,3
sur,161,1025,soil_c (0-30 cms),139,140,90,190,120,150
sur,161,1025,veg_c (above ground biomass),17,2,0,108,2,7
sur,161,1025,veg_c (below ground biomass),7,1,0,47,1,3
sur,168,121,soil_c (0-30 cms),87,90,60,90,60,90
sur,168,121,veg_c (above ground biomass),125,2,0,125,2,123
sur,168,121,veg_c (below ground biomass),27,1,0,27,1,26
sur,168,122,soil_c (0-30 cms),86,90,60,90,60,90
sur,168,122,veg_c (above ground biomass),125,2,0,130,2,127
sur,168,122,veg_c (below ground biomass),21,0,0,22,0,22
sur,168,125,soil_c (0-30 cms),85,90,60,90,60,90
sur,168,125,veg_c (above ground biomass),125,3,0,133,3,130
sur,168,125,veg_c (below ground biomass),19,0,0,20,0,19
sur,168,922,soil_c (0-30 cms),60,60,60,70,60,60
sur,168,922,veg_c (above ground biomass),6,5,5,5,5,5
sur,168,922,veg_c (below ground biomass),2,1,1,1,1,1
sur,168,925,soil_c (0-30 cms),60,60,60,70,60,60
sur,168,925,veg_c (above ground biomass),6,5,5,5,5,5
sur,168,925,veg_c (below ground biomass),2,1,1,1,1,1
svk,30,521,soil_c (0-30 cms),105,110,80,160,100,120
svk,30,521,veg_c (above ground biomass),13,4,0,46,4,10
svk,30,521,veg_c (below ground biomass),13,4,0,45,4,10
svk,30,522,soil_c (0-30 cms),108,110,80,160,100,120
svk,30,522,veg_c (above ground biomass),12,4,0,43,4,10
svk,30,522,veg_c (below ground biomass),14,5,0,49,5,11
svk,30,523,soil_c (0-30 cms),112,110,80,160,100,120
svk,30,523,veg_c (above ground biomass),13,4,0,39,4,9
svk,30,523,veg_c (below ground biomass),17,5,0,52,5,12
svk,30,525,soil_c (0-30 cms),112,110,80,160,100,120
svk,30,525,veg_c (above ground biomass),11,4,0,40,4,9
svk,30,525,veg_c (below ground biomass),14,5,0,52,5,12
svk,30,526,soil_c (0-30 cms),129,110,80,160,100,120
svk,30,526,veg_c (above ground biomass),16,4,0,48,4,11
svk,30,526,veg_c (below ground biomass),14,4,0,44,4,10
svk,30,527,soil_c (0-30 cms),111,110,80,160,100,120
svk,30,527,veg_c (above ground biomass),11,4,0,39,4,9
svk,30,527,veg_c (below ground biomass),14,5,0,52,5,12
svk,30,621,soil_c (0-30 cms),105,130,80,180,90,150
svk,30,621,veg_c (above ground biomass),10,6,1,25,6,13
svk,30,621,veg_c (below ground biomass),16,10,1,39,10,21
svk,30,622,soil_c (0-30 cms),107,130,80,180,90,150
svk,30,622,veg_c (above ground biomass),11,7,1,25,7,14
svk,30,622,veg_c (below ground biomass),16,10,1,38,10,21
svk,30,623,soil_c (0-30 cms),120,130,80,180,90,150
svk,30,623,veg_c (above ground biomass),15,7,1,28,7,15
svk,30,623,veg_c (below ground biomass),18,9,1,36,9,19
svk,30,624,soil_c (0-30 cms),127,130,80,180,90,150
svk,30,624,veg_c (above ground biomass),17,8,1,29,8,16
svk,30,624,veg_c (below ground biomass),20,9,1,34,9,18
svk,30,625,soil_c (0-30 cms),117,130,80,180,90,150
svk,30,625,veg_c (above ground biomass),14,7,1,28,7,15
svk,30,625,veg_c (below ground biomass),18,9,1,36,9,19
svk,30,626,soil_c (0-30 cms),135,130,80,180,90,150
svk,30,626,veg_c (above ground biomass),19,8,1,31,8,16
svk,30,626,veg_c (below ground biomass),21,9,1,33,9,18
svk,30,721,soil_c (0-30 cms),101,120,80,140,90,130
svk,30,721,veg_c (above ground biomass),13,2,0,43,2,12
svk,30,721,veg_c (below ground biomass),15,2,0,49,2,13
svk,30,722,soil_c (0-30 cms),108,120,80,140,90,130
svk,30,722,veg_c (above ground biomass),12,2,0,42,2,11
svk,30,722,veg_c (below ground biomass),15,2,0,51,2,14
svk,30,723,soil_c (0-30 cms),117,120,80,140,90,130
svk,30,723,veg_c (above ground biomass),17,2,0,44,2,12
svk,30,723,veg_c (below ground biomass),19,2,0,49,2,13
svk,30,724,soil_c (0-30 cms),104,120,80,140,90,130
svk,30,724,veg_c (above ground biomass),18,2,0,44,2,12
svk,30,724,veg_c (below ground biomass),20,2,0,49,2,13
svk,30,725,soil_c (0-30 cms),113,120,80,140,90,130
svk,30,725,veg_c (above ground biomass),15,2,0,42,2,11
svk,30,725,veg_c (below ground biomass),19,2,0,51,2,14
svk,30,726,soil_c (0-30 cms),121,120,80,140,90,130
svk,30,726,veg_c (above ground biomass),17,2,0,45,2,12
svk,30,726,veg_c (below ground biomass),18,2,0,48,2,13
svk,30,727,soil_c (0-30 cms),99,120,80,140,90,130
svk,30,727,veg_c (above ground biomass),18,2,0,44,2,12
svk,30,727,veg_c (below ground biomass),20,2,0,49,2,13
svk,30,1021,soil_c (0-30 cms),106,110,90,140,100,120
svk,30,1021,veg_c (above ground biomass),10,1,0,33,1,9
svk,30,1021,veg_c (below ground biomass),9,1,0,31,1,8
svk,30,1022,soil_c (0-30 cms),106,110,90,140,100,120
svk,30,1022,veg_c (above ground biomass),10,2,0,33,2,9
svk,30,1022,veg_c (below ground biomass),9,1,0,30,1,8
svk,30,1023,soil_c (0-30 cms),105,110,90,140,100,120
svk,30,1023,veg_c (above ground biomass),9,1,0,32,1,9
svk,30,1023,veg_c (below ground biomass),9,1,0,32,1,9
svk,30,1024,soil_c (0-30 cms),105,110,90,140,100,120
svk,30,1024,veg_c (above ground biomass),9,1,0,31,1,8
svk,30,1024,veg_c (below ground biomass),9,1,0,33,1,9
svk,30,1025,soil_c (0-30 cms),108,110,90,140,100,120
svk,30,1025,veg_c (above ground biomass),9,1,0,32,1,9
svk,30,1025,veg_c (below ground biomass),9,1,0,32,1,9
svk,30,1026,soil_c (0-30 cms),107,110,90,140,100,120
svk,30,1026,veg_c (above ground biomass),9,1,0,31,1,8
svk,30,1026,veg_c (below ground biomass),10,2,0,33,2,9
svk,30,1027,soil_c (0-30 cms),108,110,90,140,100,120
svk,30,1027,veg_c (above ground biomass),9,1,0,31,1,8
svk,30,1027,veg_c (below ground biomass),10,1,0,33,1,9
svk,54,421,soil_c (0-30 cms),105,110,80,130,90,120
svk,54,421,veg_c (above ground biomass),11,5,1,55,5,14
svk,54,421,veg_c (below ground biomass),14,6,2,69,6,18
svk,54,422,soil_c (0-30 cms),108,110,80,130,90,120
svk,54,422,veg_c (above ground biomass),10,5,1,54,5,14
svk,54,422,veg_c (below ground biomass),13,6,2,70,6,18
svk,54,423,soil_c (0-30 cms),106,110,80,130,90,120
svk,54,423,veg_c (above ground biomass),16,5,1,57,5,14
svk,54,423,veg_c (below ground biomass),18,6,2,68,6,17
svk,54,424,soil_c (0-30 cms),104,110,80,130,90,120
svk,54,424,veg_c (above ground biomass),16,5,1,57,5,15
svk,54,424,veg_c (below ground biomass),19,6,2,67,6,17
svk,54,425,soil_c (0-30 cms),112,110,80,130,90,120
svk,54,425,veg_c (above ground biomass),16,5,1,57,5,15
svk,54,425,veg_c (below ground biomass),18,6,2,67,6,17
svk,54,426,soil_c (0-30 cms),105,110,80,130,90,120
svk,54,426,veg_c (above ground biomass),17,5,1,57,5,15
svk,54,426,veg_c (below ground biomass),20,6,2,68,6,17
svk,54,427,soil_c (0-30 cms),114,110,80,130,90,120
svk,54,427,veg_c (above ground biomass),10,4,1,44,4,11
svk,54,427,veg_c (below ground biomass),18,7,2,81,7,21
svk,54,521,soil_c (0-30 cms),95,100,50,190,80,110
svk,54,521,veg_c (above ground biomass),13,3,0,62,3,14
svk,54,521,veg_c (below ground biomass),15,4,0,72,4,17
svk,54,522,soil_c (0-30 cms),96,100,50,190,80,110
svk,54,522,veg_c (above ground biomass),13,3,0,62,3,14
svk,54,522,veg_c (below ground biomass),15,4,0,72,4,17
svk,54,523,soil_c (0-30 cms),98,100,50,190,80,110
svk,54,523,veg_c (above ground biomass),14,3,0,61,3,14
svk,54,523,veg_c (below ground biomass),17,4,0,73,4,17
svk,54,524,soil_c (0-30 cms),106,100,50,190,80,110
svk,54,524,veg_c (above ground biomass),14,3,0,66,3,15
svk,54,524,veg_c (below ground biomass),14,3,0,68,3,16
svk,54,525,soil_c (0-30 cms),94,100,50,190,80,110
svk,54,525,veg_c (above ground biomass),16,3,0,65,3,15
svk,54,525,veg_c (below ground biomass),17,3,0,69,3,16
svk,54,526,soil_c (0-30 cms),106,100,50,190,80,110
svk,54,526,veg_c (above ground biomass),14,3,0,63,3,14
svk,54,526,veg_c (below ground biomass),16,4,0,71,4,16
svk,54,527,soil_c (0-30 cms),101,100,50,190,80,110
svk,54,527,veg_c (above ground biomass),13,3,0,63,3,14
svk,54,527,veg_c (below ground biomass),15,4,0,71,4,16
svk,54,721,soil_c (0-30 cms),111,110,70,180,100,120
svk,54,721,veg_c (above ground biomass),14,3,0,44,3,10
svk,54,721,veg_c (below ground biomass),17,4,0,52,4,12
svk,54,722,soil_c (0-30 cms),109,110,70,180,100,120
svk,54,722,veg_c (above ground biomass),12,3,0,40,3,9
svk,54,722,veg_c (below ground biomass),17,4,0,56,4,13
svk,54,723,soil_c (0-30 cms),111,110,70,180,100,120
svk,54,723,veg_c (above ground biomass),12,3,0,38,3,9
svk,54,723,veg_c (below ground biomass),17,4,0,57,4,13
svk,54,724,soil_c (0-30 cms),112,110,70,180,100,120
svk,54,724,veg_c (above ground biomass),11,3,0,40,3,9
svk,54,724,veg_c (below ground biomass),15,4,0,55,4,13
svk,54,725,soil_c (0-30 cms),109,110,70,180,100,120
svk,54,725,veg_c (above ground biomass),13,3,0,40,3,9
svk,54,725,veg_c (below ground biomass),18,4,0,56,4,13
svk,54,726,soil_c (0-30 cms),112,110,70,180,100,120
svk,54,726,veg_c (above ground biomass),12,3,0,40,3,9
svk,54,726,veg_c (below ground biomass),16,4,0,55,4,13
svk,54,727,soil_c (0-30 cms),112,110,70,180,100,120
svk,54,727,veg_c (above ground biomass),11,3,0,40,3,9
svk,54,727,veg_c (below ground biomass),15,4,0,55,4,12
svk,54,921,soil_c (0-30 cms),63,60,50,100,60,70
svk,54,921,veg_c (above ground biomass),16,4,1,60,4,10
svk,54,921,veg_c (below ground biomass),9,2,1,34,2,6
svk,54,922,soil_c (0-30 cms),63,60,50,100,60,70
svk,54,922,veg_c (above ground biomass),16,4,1,60,4,10
svk,54,922,veg_c (below ground biomass),9,2,1,34,2,6
svk,54,923,soil_c (0-30 cms),63,60,50,100,60,70
svk,54,923,veg_c (above ground biomass),16,4,1,60,4,10
svk,54,923,veg_c (below ground biomass),9,2,1,34,2,6
svk,54,925,soil_c (0-30 cms),63,60,50,100,60,70
svk,54,925,veg_c (above ground biomass),16,4,1,60,4,10
svk,54,925,veg_c (below ground biomass),9,2,1,34,2,6
svk,54,927,soil_c (0-30 cms),63,60,50,100,60,70
svk,54,927,veg_c (above ground biomass),16,4,1,60,4,10
svk,54,927,veg_c (below ground biomass),9,2,1,34,2,6
svk,54,1021,soil_c (0-30 cms),89,90,50,190,80,110
svk,54,1021,veg_c (above ground biomass),10,3,0,62,3,14
svk,54,1021,veg_c (below ground biomass),10,3,0,62,3,15
svk,54,1022,soil_c (0-30 cms),90,90,50,190,80,110
svk,54,1022,veg_c (above ground biomass),12,3,0,63,3,15
svk,54,1022,veg_c (below ground biomass),11,3,0,61,3,14
svk,54,1023,soil_c (0-30 cms),98,90,50,190,80,110
svk,54,1023,veg_c (above ground biomass),14,2,0,57,2,13
svk,54,1023,veg_c (below ground biomass),16,3,0,67,3,16
svk,54,1024,soil_c (0-30 cms),106,90,50,190,80,110
svk,54,1024,veg_c (above ground biomass),13,2,0,54,2,13
svk,54,1024,veg_c (below ground biomass),17,3,0,70,3,16
svk,54,1025,soil_c (0-30 cms),86,90,50,190,80,110
svk,54,1025,veg_c (above ground biomass),16,3,0,65,3,15
svk,54,1025,veg_c (below ground biomass),14,2,0,59,2,14
svk,54,1026,soil_c (0-30 cms),100,90,50,190,80,110
svk,54,1026,veg_c (above ground biomass),13,2,0,58,2,14
svk,54,1026,veg_c (below ground biomass),15,3,0,65,3,15
svk,54,1027,soil_c (0-30 cms),89,90,50,190,80,110
svk,54,1027,veg_c (above ground biomass),10,2,0,61,2,14
svk,54,1027,veg_c (below ground biomass),10,3,0,63,3,15
svn,54,421,soil_c (0-30 cms),167,110,80,220,100,190
svn,54,421,veg_c (above ground biomass),36,18,2,85,18,33
svn,54,421,veg_c (below ground biomass),24,12,1,56,12,22
svn,54,422,soil_c (0-30 cms),121,110,80,220,100,190
svn,54,422,veg_c (above ground biomass),29,16,1,79,16,31
svn,54,422,veg_c (below ground biomass),22,13,1,62,13,24
svn,54,425,soil_c (0-30 cms),174,110,80,220,100,190
svn,54,425,veg_c (above ground biomass),40,18,2,88,18,35
svn,54,425,veg_c (below ground biomass),24,11,1,53,11,21
svn,54,426,soil_c (0-30 cms),187,110,80,220,100,190
svn,54,426,veg_c (above ground biomass),43,18,2,89,18,35
svn,54,426,veg_c (below ground biomass),25,11,1,52,11,20
svn,54,427,soil_c (0-30 cms),187,110,80,220,100,190
svn,54,427,veg_c (above ground biomass),43,19,2,90,19,35
svn,54,427,veg_c (below ground biomass),25,11,1,52,11,20
svn,54,521,soil_c (0-30 cms),115,110,60,260,90,140
svn,54,521,veg_c (above ground biomass),17,5,0,69,5,21
svn,54,521,veg_c (below ground biomass),18,5,0,71,5,21
svn,54,522,soil_c (0-30 cms),105,110,60,260,90,140
svn,54,522,veg_c (above ground biomass),17,5,0,69,5,21
svn,54,522,veg_c (below ground biomass),17,5,0,70,5,21
svn,54,523,soil_c (0-30 cms),118,110,60,260,90,140
svn,54,523,veg_c (above ground biomass),11,4,0,59,4,17
svn,54,523,veg_c (below ground biomass),15,6,0,81,6,24
svn,54,524,soil_c (0-30 cms),129,110,60,260,90,140
svn,54,524,veg_c (above ground biomass),9,4,0,54,4,16
svn,54,524,veg_c (below ground biomass),14,6,0,86,6,26
svn,54,525,soil_c (0-30 cms),102,110,60,260,90,140
svn,54,525,veg_c (above ground biomass),12,4,0,59,4,18
svn,54,525,veg_c (below ground biomass),16,6,0,81,6,24
svn,54,526,soil_c (0-30 cms),118,110,60,260,90,140
svn,54,526,veg_c (above ground biomass),13,4,0,62,4,19
svn,54,526,veg_c (below ground biomass),16,5,0,77,5,23
svn,54,527,soil_c (0-30 cms),122,110,60,260,90,140
svn,54,527,veg_c (above ground biomass),14,4,0,62,4,18
svn,54,527,veg_c (below ground biomass),17,6,0,78,6,23
svn,54,1021,soil_c (0-30 cms),134,110,60,260,90,140
svn,54,1021,veg_c (above ground biomass),21,3,0,63,3,17
svn,54,1021,veg_c (below ground biomass),20,3,0,59,3,16
svn,54,1022,soil_c (0-30 cms),105,110,60,260,90,140
svn,54,1022,veg_c (above ground biomass),15,3,0,59,3,16
svn,54,1022,veg_c (below ground biomass),16,3,0,63,3,17
svn,54,1023,soil_c (0-30 cms),97,110,60,260,90,140
svn,54,1023,veg_c (above ground biomass),16,3,0,64,3,17
svn,54,1023,veg_c (below ground biomass),14,3,0,58,3,16
svn,54,1025,soil_c (0-30 cms),98,110,60,260,90,140
svn,54,1025,veg_c (above ground biomass),15,4,0,69,4,18
svn,54,1025,veg_c (below ground biomass),11,3,0,53,3,14
svn,54,1026,soil_c (0-30 cms),122,110,60,260,90,140
svn,54,1026,veg_c (above ground biomass),21,3,0,64,3,17
svn,54,1026,veg_c (below ground biomass),19,3,0,58,3,16
svn,54,1027,soil_c (0-30 cms),159,110,60,260,90,140
svn,54,1027,veg_c (above ground biomass),24,3,0,64,3,17
svn,54,1027,veg_c (below ground biomass),22,3,0,58,3,15
svn,55,421,soil_c (0-30 cms),95,100,80,110,90,110
svn,55,421,veg_c (above ground biomass),47,46,10,79,46,58
svn,55,421,veg_c (below ground biomass),12,12,3,20,12,15
svn,55,422,soil_c (0-30 cms),97,100,80,110,90,110
svn,55,422,veg_c (above ground biomass),45,46,10,79,46,58
svn,55,422,veg_c (below ground biomass),11,12,3,20,12,15
svn,55,423,soil_c (0-30 cms),98,100,80,110,90,110
svn,55,423,veg_c (above ground biomass),43,47,10,80,47,58
svn,55,423,veg_c (below ground biomass),11,11,3,19,11,14
svn,55,425,soil_c (0-30 cms),92,100,80,110,90,110
svn,55,425,veg_c (above ground biomass),55,45,10,77,45,57
svn,55,425,veg_c (below ground biomass),16,13,3,22,13,16
svn,55,426,soil_c (0-30 cms),94,100,80,110,90,110
svn,55,426,veg_c (above ground biomass),51,46,10,78,46,57
svn,55,426,veg_c (below ground biomass),14,12,3,21,12,15
svn,55,427,soil_c (0-30 cms),91,100,80,110,90,110
svn,55,427,veg_c (above ground biomass),56,45,10,77,45,56
svn,55,427,veg_c (below ground biomass),16,13,3,22,13,16
svn,55,521,soil_c (0-30 cms),137,130,90,240,110,160
svn,55,521,veg_c (above ground biomass),20,6,0,83,6,19
svn,55,521,veg_c (below ground biomass),15,4,0,61,4,14
svn,55,522,soil_c (0-30 cms),119,130,90,240,110,160
svn,55,522,veg_c (above ground biomass),20,5,0,80,5,19
svn,55,522,veg_c (below ground biomass),16,4,0,64,4,15
svn,55,523,soil_c (0-30 cms),137,130,90,240,110,160
svn,55,523,veg_c (above ground biomass),21,5,0,77,5,18
svn,55,523,veg_c (below ground biomass),18,4,0,66,4,15
svn,55,525,soil_c (0-30 cms),131,130,90,240,110,160
svn,55,525,veg_c (above ground biomass),9,4,0,53,4,12
svn,55,525,veg_c (below ground biomass),16,6,0,91,6,21
svn,55,526,soil_c (0-30 cms),146,130,90,240,110,160
svn,55,526,veg_c (above ground biomass),28,6,0,86,6,20
svn,55,526,veg_c (below ground biomass),19,4,0,58,4,13
svn,55,527,soil_c (0-30 cms),138,130,90,240,110,160
svn,55,527,veg_c (above ground biomass),19,5,0,80,5,19
svn,55,527,veg_c (below ground biomass),15,4,0,63,4,15
svn,55,1021,soil_c (0-30 cms),122,120,80,180,100,140
svn,55,1021,veg_c (above ground biomass),28,14,1,72,14,37
svn,55,1021,veg_c (below ground biomass),15,7,1,39,7,20
svn,55,1022,soil_c (0-30 cms),116,120,80,180,100,140
svn,55,1022,veg_c (above ground biomass),30,14,1,74,14,38
svn,55,1022,veg_c (below ground biomass),15,7,1,37,7,19
svn,55,1025,soil_c (0-30 cms),124,120,80,180,100,140
svn,55,1025,veg_c (above ground biomass),19,11,1,61,11,31
svn,55,1025,veg_c (below ground biomass),16,9,1,50,9,25
svn,55,1027,soil_c (0-30 cms),129,120,80,180,100,140
svn,55,1027,veg_c (above ground biomass),24,13,1,69,13,35
svn,55,1027,veg_c (below ground biomass),14,8,1,42,8,21
swe,8,621,soil_c (0-30 cms),177,190,100,380,160,230
swe,8,621,veg_c (above ground biomass),3,1,0,13,1,2
swe,8,621,veg_c (below ground biomass),10,5,0,52,5,7
swe,8,622,soil_c (0-30 cms),173,190,100,380,160,230
swe,8,622,veg_c (above ground biomass),7,2,0,23,2,3
swe,8,622,veg_c (below ground biomass),13,4,0,42,4,6
swe,8,623,soil_c (0-30 cms),177,190,100,380,160,230
swe,8,623,veg_c (above ground biomass),11,2,0,24,2,3
swe,8,623,veg_c (below ground biomass),19,4,0,41,4,6
swe,8,625,soil_c (0-30 cms),192,190,100,380,160,230
swe,8,625,veg_c (above ground biomass),1,2,0,19,2,3
swe,8,625,veg_c (below ground biomass),2,4,0,46,4,6
swe,8,627,soil_c (0-30 cms),192,190,100,380,160,230
swe,8,627,veg_c (above ground biomass),1,2,0,19,2,3
swe,8,627,veg_c (below ground biomass),2,4,0,46,4,6
swe,8,721,soil_c (0-30 cms),167,160,130,260,150,170
swe,8,721,veg_c (above ground biomass),4,1,0,7,1,1
swe,8,721,veg_c (below ground biomass),13,3,0,23,3,4
swe,8,722,soil_c (0-30 cms),167,160,130,260,150,170
swe,8,722,veg_c (above ground biomass),4,1,0,7,1,1
swe,8,722,veg_c (below ground biomass),13,3,0,23,3,4
swe,8,725,soil_c (0-30 cms),167,160,130,260,150,170
swe,8,725,veg_c (above ground biomass),4,1,0,7,1,1
swe,8,725,veg_c (below ground biomass),13,3,0,23,3,4
swe,8,1021,soil_c (0-30 cms),182,180,110,390,150,210
swe,8,1021,veg_c (above ground biomass),3,1,0,11,1,1
swe,8,1021,veg_c (below ground biomass),11,3,1,36,3,3
swe,8,1022,soil_c (0-30 cms),164,180,110,390,150,210
swe,8,1022,veg_c (above ground biomass),4,1,0,10,1,1
swe,8,1022,veg_c (below ground biomass),13,3,1,37,3,3
swe,8,1023,soil_c (0-30 cms),166,180,110,390,150,210
swe,8,1023,veg_c (above ground biomass),4,1,0,10,1,1
swe,8,1023,veg_c (below ground biomass),13,3,1,37,3,3
swe,8,1025,soil_c (0-30 cms),152,180,110,390,150,210
swe,8,1025,veg_c (above ground biomass),1,0,0,5,0,0
swe,8,1025,veg_c (below ground biomass),9,3,1,42,3,4
swe,8,1027,soil_c (0-30 cms),150,180,110,390,150,210
swe,8,1027,veg_c (above ground biomass),1,0,0,4,0,0
swe,8,1027,veg_c (below ground biomass),9,3,1,43,3,4
swe,8,1321,soil_c (0-30 cms),161,160,100,340,150,210
