# File: Ref_veg_carbon_Mg_per_ha.csv
# Title: Reference veg and soil C density for HYDE land cells
# Units: Mg/ha
# Author: moirai
# Description: ref veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type
# Original source: soil c for sage pot veg; veg c for sage pot veg; reference veg; country raster; new glu raster; hyde land area
# Source: https://github.com/JGCRI/moirai
# Column types: ciicnnnnnn
# ----------
iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
nor,8,706,veg_c (above ground biomass),8,3,0,63,3,21
nor,8,706,veg_c (below ground biomass),7,3,0,54,3,18
nor,8,707,soil_c (0-30 cms),177,180,80,390,150,210
nor,8,707,veg_c (above ground biomass),13,4,0,70,4,24
nor,8,707,veg_c (below ground biomass),9,2,0,47,2,16
nor,8,1001,soil_c (0-30 cms),180,180,70,500,150,210
nor,8,1001,veg_c (above ground biomass),12,7,0,75,7,33
nor,8,1001,veg_c (below ground biomass),10,6,0,63,6,28
nor,8,1002,soil_c (0-30 cms),172,180,70,500,150,210
nor,8,1002,veg_c (above ground biomass),28,9,0,93,9,41
nor,8,1002,veg_c (below ground biomass),13,4,0,44,4,19
nor,8,1003,soil_c (0-30 cms),173,180,70,500,150,210
nor,8,1003,veg_c (above ground biomass),22,9,0,90,9,39
nor,8,1003,veg_c (below ground biomass),12,5,0,48,5,21
nor,8,1004,soil_c (0-30 cms),175,180,70,500,150,210
nor,8,1004,veg_c (above ground biomass),40,10,0,99,10,44
nor,8,1004,veg_c (below ground biomass),15,4,0,38,4,17
nor,8,1005,soil_c (0-30 cms),176,180,70,500,150,210
nor,8,1005,veg_c (above ground biomass),16,8,0,85,8,37
nor,8,1005,veg_c (below ground biomass),10,5,0,53,5,23
nor,8,1006,soil_c (0-30 cms),174,180,70,500,150,210
nor,8,1006,veg_c (above ground biomass),7,7,0,68,7,30
nor,8,1006,veg_c (below ground biomass),8,7,0,70,7,31
nor,8,1007,soil_c (0-30 cms),169,180,70,500,150,210
nor,8,1007,veg_c (above ground biomass),15,9,0,85,9,37
nor,8,1007,veg_c (below ground biomass),9,5,0,53,5,23
nor,8,1201,soil_c (0-30 cms),175,170,80,390,150,220
nor,8,1201,veg_c (above ground biomass),7,4,0,42,4,10
nor,8,1201,veg_c (below ground biomass),9,4,0,51,4,12
nor,8,1202,soil_c (0-30 cms),181,170,80,390,150,220
nor,8,1202,veg_c (above ground biomass),15,5,0,54,5,13
nor,8,1202,veg_c (below ground biomass),11,3,0,39,3,9
nor,8,1203,soil_c (0-30 cms),189,170,80,390,150,220
nor,8,1203,veg_c (above ground biomass),22,5,0,60,5,14
nor,8,1203,veg_c (below ground biomass),12,3,0,33,3,8
nor,8,1205,soil_c (0-30 cms),182,170,80,390,150,220
nor,8,1205,veg_c (above ground biomass),15,5,0,58,5,14
nor,8,1205,veg_c (below ground biomass),9,3,0,35,3,8
nor,8,1206,soil_c (0-30 cms),169,170,80,390,150,220
nor,8,1206,veg_c (above ground biomass),3,3,0,35,3,8
nor,8,1206,veg_c (below ground biomass),5,5,0,58,5,14
nor,8,1207,soil_c (0-30 cms),155,170,80,390,150,220
nor,8,1207,veg_c (above ground biomass),3,4,0,43,4,10
nor,8,1207,veg_c (below ground biomass),4,4,0,50,4,12
nor,8,1301,soil_c (0-30 cms),170,170,60,480,150,200
nor,8,1301,veg_c (above ground biomass),4,0,0,60,1,6
nor,8,1301,veg_c (below ground biomass),4,0,0,58,1,6
nor,8,1302,soil_c (0-30 cms),178,170,60,480,150,200
nor,8,1302,veg_c (above ground biomass),6,0,0,62,1,7
nor,8,1302,veg_c (below ground biomass),6,0,0,56,1,6
nor,8,1303,soil_c (0-30 cms),173,170,60,480,150,200
nor,8,1303,veg_c (above ground biomass),4,0,0,57,1,6
nor,8,1303,veg_c (below ground biomass),5,0,0,61,1,7
nor,8,1304,soil_c (0-30 cms),161,170,60,480,150,200
nor,8,1304,veg_c (above ground biomass),10,0,0,59,1,6
nor,8,1304,veg_c (below ground biomass),10,0,0,59,1,6
nor,8,1305,soil_c (0-30 cms),172,170,60,480,150,200
nor,8,1305,veg_c (above ground biomass),4,0,0,59,1,6
nor,8,1305,veg_c (below ground biomass),4,0,0,59,1,6
nor,8,1306,soil_c (0-30 cms),169,170,60,480,150,200
nor,8,1306,veg_c (above ground biomass),4,0,0,65,1,7
nor,8,1306,veg_c (below ground biomass),3,0,0,53,1,6
nor,8,1307,soil_c (0-30 cms),168,170,60,480,150,200
nor,8,1307,veg_c (above ground biomass),3,0,0,64,1,7
nor,8,1307,veg_c (below ground biomass),3,0,0,54,1,6
nor,8,1401,soil_c (0-30 cms),164,160,60,270,120,200
nor,8,1401,veg_c (above ground biomass),2,0,0,1,0,4
nor,8,1401,veg_c (below ground biomass),4,0,0,3,1,8
nor,8,1402,soil_c (0-30 cms),175,160,60,270,120,200
nor,8,1402,veg_c (above ground biomass),2,0,0,1,0,4
nor,8,1402,veg_c (below ground biomass),5,0,0,3,1,8
nor,8,1406,soil_c (0-30 cms),154,160,60,270,120,200
nor,8,1406,veg_c (below ground biomass),1,0,0,3,1,8
nor,8,1407,soil_c (0-30 cms),145,160,60,270,120,200
nor,8,1407,veg_c (below ground biomass),1,0,0,3,1,8
nor,8,1501,soil_c (0-30 cms),32,180,110,290,150,210
nor,8,1501,veg_c (above ground biomass),1,0,0,53,1,8
nor,8,1501,veg_c (below ground biomass),1,0,0,43,1,7
nor,8,1502,soil_c (0-30 cms),89,180,110,290,150,210
nor,8,1502,veg_c (above ground biomass),3,0,0,54,1,8
nor,8,1502,veg_c (below ground biomass),2,0,0,42,1,6
nor,8,1503,soil_c (0-30 cms),32,180,110,290,150,210
nor,8,1503,veg_c (above ground biomass),1,0,0,56,1,9
nor,8,1503,veg_c (below ground biomass),1,0,0,40,1,6
nor,8,1505,soil_c (0-30 cms),33,180,110,290,150,210
nor,8,1505,veg_c (above ground biomass),1,0,0,84,2,13
nor,8,1506,soil_c (0-30 cms),12,180,110,290,150,210
nor,8,1506,veg_c (above ground biomass),1,0,0,88,2,13
nor,8,1507,soil_c (0-30 cms),30,180,110,290,150,210
nor,12,401,soil_c (0-30 cms),173,170,100,360,150,190
nor,12,401,veg_c (above ground biomass),52,55,0,98,55,68
nor,12,401,veg_c (below ground biomass),17,18,0,32,18,22
nor,12,402,soil_c (0-30 cms),173,170,100,360,150,190
nor,12,402,veg_c (above ground biomass),53,55,0,98,55,68
nor,12,402,veg_c (below ground biomass),17,18,0,32,18,22
nor,12,403,soil_c (0-30 cms),178,170,100,360,150,190
nor,12,403,veg_c (above ground biomass),51,55,0,98,55,68
nor,12,403,veg_c (below ground biomass),17,18,0,32,18,23
nor,12,404,soil_c (0-30 cms),174,170,100,360,150,190
nor,12,404,veg_c (above ground biomass),49,55,0,97,55,68
nor,12,404,veg_c (below ground biomass),17,18,0,33,18,23
nor,12,405,soil_c (0-30 cms),176,170,100,360,150,190
nor,12,405,veg_c (above ground biomass),53,55,0,98,55,68
nor,12,405,veg_c (below ground biomass),17,18,0,32,18,22
nor,12,406,soil_c (0-30 cms),179,170,100,360,150,190
nor,12,406,veg_c (above ground biomass),51,55,0,98,55,68
nor,12,406,veg_c (below ground biomass),17,18,0,32,18,22
nor,12,407,soil_c (0-30 cms),174,170,100,360,150,190
nor,12,407,veg_c (above ground biomass),58,55,0,99,55,69
nor,12,407,veg_c (below ground biomass),18,18,0,31,18,22
nor,12,601,soil_c (0-30 cms),174,170,100,400,150,190
nor,12,601,veg_c (above ground biomass),28,37,1,86,37,59
nor,12,601,veg_c (below ground biomass),13,17,0,40,17,28
nor,12,602,soil_c (0-30 cms),176,170,100,400,150,190
nor,12,602,veg_c (above ground biomass),41,39,1,90,39,63
nor,12,602,veg_c (below ground biomass),16,15,0,35,15,24
nor,12,603,soil_c (0-30 cms),178,170,100,400,150,190
nor,12,603,veg_c (above ground biomass),25,36,1,83,36,57
nor,12,603,veg_c (below ground biomass),13,19,1,43,19,30
nor,12,604,soil_c (0-30 cms),194,170,100,400,150,190
nor,12,604,veg_c (above ground biomass),53,41,1,94,41,65
nor,12,604,veg_c (below ground biomass),18,14,0,32,14,22
nor,12,605,soil_c (0-30 cms),171,170,100,400,150,190
nor,12,605,veg_c (above ground biomass),13,33,1,75,33,52
nor,12,605,veg_c (below ground biomass),8,22,1,50,22,35
nor,12,606,soil_c (0-30 cms),170,170,100,400,150,190
nor,12,606,veg_c (above ground biomass),22,35,1,81,35,56
nor,12,606,veg_c (below ground biomass),12,19,1,44,19,31
nor,12,607,soil_c (0-30 cms),176,170,100,400,150,190
nor,12,607,veg_c (above ground biomass),11,33,1,76,33,52
nor,12,607,veg_c (below ground biomass),7,22,1,50,22,35
nor,12,701,soil_c (0-30 cms),210,190,120,300,160,230
nor,12,701,veg_c (above ground biomass),4,3,1,44,3,6
nor,12,701,veg_c (below ground biomass),7,5,1,72,5,9
nor,12,702,soil_c (0-30 cms),161,190,120,300,160,230
nor,12,702,veg_c (above ground biomass),18,5,1,75,5,10
nor,12,702,veg_c (below ground biomass),10,3,1,42,3,5
nor,12,703,soil_c (0-30 cms),184,190,120,300,160,230
nor,12,703,veg_c (above ground biomass),9,4,1,58,4,8
nor,12,703,veg_c (below ground biomass),9,4,1,59,4,8
nor,12,705,soil_c (0-30 cms),210,190,120,300,160,230
nor,12,705,veg_c (above ground biomass),4,2,1,35,2,5
nor,12,705,veg_c (below ground biomass),9,6,1,81,6,11
nor,12,706,soil_c (0-30 cms),199,190,120,300,160,230
nor,12,706,veg_c (above ground biomass),3,3,1,36,3,5
nor,12,706,veg_c (below ground biomass),7,6,1,81,6,10
nor,12,707,soil_c (0-30 cms),159,190,120,300,160,230
nor,12,707,veg_c (above ground biomass),29,5,1,76,5,10
nor,12,707,veg_c (below ground biomass),15,3,1,41,3,5
nor,12,1001,soil_c (0-30 cms),179,160,90,390,150,200
nor,12,1001,veg_c (above ground biomass),14,11,1,71,11,34
nor,12,1001,veg_c (below ground biomass),10,7,0,51,7,24
nor,12,1002,soil_c (0-30 cms),171,160,90,390,150,200
nor,12,1002,veg_c (above ground biomass),21,11,1,77,11,36
nor,12,1002,veg_c (below ground biomass),12,7,0,46,7,21
nor,12,1003,soil_c (0-30 cms),172,160,90,390,150,200
nor,12,1003,veg_c (above ground biomass),17,11,1,74,11,35
nor,12,1003,veg_c (below ground biomass),11,7,0,48,7,23
nor,12,1005,soil_c (0-30 cms),166,160,90,390,150,200
nor,12,1005,veg_c (above ground biomass),15,10,1,70,10,33
nor,12,1005,veg_c (below ground biomass),11,8,0,52,8,24
nor,12,1006,soil_c (0-30 cms),181,160,90,390,150,200
nor,12,1006,veg_c (above ground biomass),9,10,1,66,10,31
nor,12,1006,veg_c (below ground biomass),8,8,1,56,8,26
nor,12,1007,soil_c (0-30 cms),171,160,90,390,150,200
nor,12,1007,veg_c (above ground biomass),14,10,1,71,10,33
nor,12,1007,veg_c (below ground biomass),10,8,0,51,8,24
nor,12,1201,soil_c (0-30 cms),189,180,140,280,170,200
nor,12,1201,veg_c (above ground biomass),6,5,1,30,5,16
nor,12,1201,veg_c (below ground biomass),8,6,1,39,6,21
nor,12,1202,soil_c (0-30 cms),182,180,140,280,170,200
nor,12,1202,veg_c (above ground biomass),15,6,1,41,6,22
nor,12,1202,veg_c (below ground biomass),10,4,1,28,4,15
nor,12,1203,soil_c (0-30 cms),183,180,140,280,170,200
nor,12,1203,veg_c (above ground biomass),16,6,1,41,6,22
nor,12,1203,veg_c (below ground biomass),10,4,1,28,4,15
nor,12,1205,soil_c (0-30 cms),187,180,140,280,170,200
nor,12,1205,veg_c (above ground biomass),16,6,1,41,6,22
nor,12,1205,veg_c (below ground biomass),11,4,1,28,4,15
nor,12,1206,soil_c (0-30 cms),177,180,140,280,170,200
nor,12,1206,veg_c (above ground biomass),9,5,1,34,5,18
nor,12,1206,veg_c (below ground biomass),9,6,1,35,6,19
nor,12,1301,soil_c (0-30 cms),149,160,60,350,130,190
nor,12,1301,veg_c (above ground biomass),2,0,0,52,1,5
nor,12,1301,veg_c (below ground biomass),2,0,0,51,1,5
nor,12,1302,soil_c (0-30 cms),164,160,60,350,130,190
nor,12,1302,veg_c (above ground biomass),8,0,0,52,1,5
nor,12,1302,veg_c (below ground biomass),8,0,0,51,1,5
nor,12,1303,soil_c (0-30 cms),175,160,60,350,130,190
nor,12,1303,veg_c (above ground biomass),6,0,0,53,1,5
nor,12,1303,veg_c (below ground biomass),6,0,0,50,1,5
nor,12,1305,soil_c (0-30 cms),181,160,60,350,130,190
nor,12,1305,veg_c (above ground biomass),2,0,0,44,1,4
nor,12,1305,veg_c (below ground biomass),3,0,0,60,1,6
nor,12,1306,soil_c (0-30 cms),169,160,60,350,130,190
nor,12,1306,veg_c (above ground biomass),2,0,0,45,1,4
nor,12,1306,veg_c (below ground biomass),3,0,0,58,1,5
nor,12,1307,soil_c (0-30 cms),159,160,60,350,130,190
nor,12,1307,veg_c (above ground biomass),2,0,0,50,1,5
nor,12,1307,veg_c (below ground biomass),2,0,0,54,1,5
npl,110,101,soil_c (0-30 cms),140,100,60,270,80,150
npl,110,101,veg_c (above ground biomass),54,57,1,171,57,87
npl,110,101,veg_c (below ground biomass),17,18,0,55,18,28
npl,110,102,soil_c (0-30 cms),113,100,60,270,80,150
npl,110,102,veg_c (above ground biomass),56,57,1,174,57,88
npl,110,102,veg_c (below ground biomass),17,17,0,53,17,27
npl,110,103,soil_c (0-30 cms),92,100,60,270,80,150
npl,110,103,veg_c (above ground biomass),86,59,1,178,59,91
npl,110,103,veg_c (below ground biomass),23,16,0,48,16,24
npl,110,105,soil_c (0-30 cms),126,100,60,270,80,150
npl,110,105,veg_c (above ground biomass),56,57,1,174,57,89
npl,110,105,veg_c (below ground biomass),17,17,0,52,17,27
npl,110,106,soil_c (0-30 cms),140,100,60,270,80,150
npl,110,106,veg_c (above ground biomass),37,57,1,171,57,87
npl,110,106,veg_c (below ground biomass),12,18,0,55,18,28
npl,110,107,soil_c (0-30 cms),146,100,60,270,80,150
npl,110,107,veg_c (above ground biomass),35,56,1,168,56,86
npl,110,107,veg_c (below ground biomass),12,19,0,58,19,30
npl,110,201,soil_c (0-30 cms),132,80,50,280,70,110
npl,110,201,veg_c (above ground biomass),33,41,0,211,41,77
npl,110,201,veg_c (below ground biomass),13,16,0,83,16,30
npl,110,202,soil_c (0-30 cms),90,80,50,280,70,110
npl,110,202,veg_c (above ground biomass),48,43,0,222,43,81
npl,110,202,veg_c (below ground biomass),16,14,0,72,14,26
npl,110,203,soil_c (0-30 cms),83,80,50,280,70,110
npl,110,203,veg_c (above ground biomass),59,44,0,226,44,82
npl,110,203,veg_c (below ground biomass),18,13,0,68,13,25
npl,110,204,soil_c (0-30 cms),79,80,50,280,70,110
npl,110,204,veg_c (above ground biomass),43,43,0,221,43,80
npl,110,204,veg_c (below ground biomass),14,14,0,72,14,26
npl,110,205,soil_c (0-30 cms),101,80,50,280,70,110
npl,110,205,veg_c (above ground biomass),50,43,0,223,43,81
npl,110,205,veg_c (below ground biomass),16,14,0,70,14,26
npl,110,206,soil_c (0-30 cms),124,80,50,280,70,110
npl,110,206,veg_c (above ground biomass),35,42,0,219,42,80
npl,110,206,veg_c (below ground biomass),12,14,0,75,14,27
npl,110,207,soil_c (0-30 cms),156,80,50,280,70,110
npl,110,207,veg_c (above ground biomass),29,41,0,210,41,76
npl,110,207,veg_c (below ground biomass),12,16,0,83,16,30
npl,110,301,soil_c (0-30 cms),104,80,50,230,70,110
npl,110,301,veg_c (above ground biomass),38,35,0,162,35,81
npl,110,301,veg_c (below ground biomass),12,11,0,51,11,26
npl,110,302,soil_c (0-30 cms),90,80,50,230,70,110
npl,110,302,veg_c (above ground biomass),40,35,0,162,35,82
npl,110,302,veg_c (below ground biomass),12,11,0,50,11,25
npl,110,303,soil_c (0-30 cms),98,80,50,230,70,110
npl,110,303,veg_c (above ground biomass),25,35,0,163,35,82
npl,110,303,veg_c (below ground biomass),8,11,0,50,11,25
npl,110,305,soil_c (0-30 cms),118,80,50,230,70,110
npl,110,305,veg_c (above ground biomass),15,33,0,152,33,76
npl,110,305,veg_c (below ground biomass),6,13,0,61,13,31
npl,110,306,soil_c (0-30 cms),151,80,50,230,70,110
npl,110,306,veg_c (above ground biomass),46,35,0,160,35,80
npl,110,306,veg_c (below ground biomass),15,11,0,53,11,26
npl,110,307,soil_c (0-30 cms),145,80,50,230,70,110
npl,110,307,veg_c (above ground biomass),4,25,0,112,25,57
npl,110,307,veg_c (below ground biomass),4,22,0,100,22,50
npl,110,401,soil_c (0-30 cms),133,110,50,270,80,150
npl,110,401,veg_c (above ground biomass),40,38,0,202,38,75
npl,110,401,veg_c (below ground biomass),14,14,0,73,14,27
npl,110,402,soil_c (0-30 cms),105,110,50,270,80,150
npl,110,402,veg_c (above ground biomass),45,38,0,205,38,76
npl,110,402,veg_c (below ground biomass),15,13,0,70,13,26
npl,110,403,soil_c (0-30 cms),125,110,50,270,80,150
npl,110,403,veg_c (above ground biomass),49,39,0,207,39,77
npl,110,403,veg_c (below ground biomass),16,13,0,68,13,25
npl,110,404,soil_c (0-30 cms),128,110,50,270,80,150
npl,110,404,veg_c (above ground biomass),4,19,0,102,19,38
npl,110,404,veg_c (below ground biomass),6,32,0,173,32,64
npl,110,405,soil_c (0-30 cms),143,110,50,270,80,150
npl,110,405,veg_c (above ground biomass),40,38,0,203,38,75
npl,110,405,veg_c (below ground biomass),14,14,0,72,14,27
npl,110,406,soil_c (0-30 cms),143,110,50,270,80,150
npl,110,406,veg_c (above ground biomass),44,38,0,205,38,76
npl,110,406,veg_c (below ground biomass),15,13,0,70,13,26
npl,110,407,soil_c (0-30 cms),149,110,50,270,80,150
npl,110,407,veg_c (above ground biomass),37,38,0,201,38,74
npl,110,407,veg_c (below ground biomass),14,14,0,74,14,27
npl,110,601,soil_c (0-30 cms),141,140,70,240,120,160
npl,110,601,veg_c (above ground biomass),30,18,0,147,18,62
npl,110,601,veg_c (below ground biomass),12,7,0,59,7,25
npl,110,602,soil_c (0-30 cms),133,140,70,240,120,160
npl,110,602,veg_c (above ground biomass),33,19,0,149,19,63
npl,110,602,veg_c (below ground biomass),12,7,0,57,7,24
npl,110,603,soil_c (0-30 cms),135,140,70,240,120,160
npl,110,603,veg_c (above ground biomass),23,18,0,142,18,60
npl,110,603,veg_c (below ground biomass),10,8,0,64,8,27
npl,110,605,soil_c (0-30 cms),142,140,70,240,120,160
npl,110,605,veg_c (above ground biomass),27,18,0,144,18,61
npl,110,605,veg_c (below ground biomass),12,8,0,62,8,26
npl,110,606,soil_c (0-30 cms),144,140,70,240,120,160
npl,110,606,veg_c (above ground biomass),10,15,0,121,15,51
npl,110,606,veg_c (below ground biomass),7,11,0,85,11,36
npl,110,607,soil_c (0-30 cms),146,140,70,240,120,160
npl,110,607,veg_c (above ground biomass),20,17,0,138,17,58
npl,110,607,veg_c (below ground biomass),10,8,0,68,8,28
npl,110,701,soil_c (0-30 cms),119,80,60,250,70,90
npl,110,701,veg_c (above ground biomass),47,58,1,219,58,84
npl,110,701,veg_c (below ground biomass),16,20,0,77,20,29
npl,110,702,soil_c (0-30 cms),88,80,60,250,70,90
npl,110,702,veg_c (above ground biomass),51,59,1,225,59,86
npl,110,702,veg_c (below ground biomass),16,19,0,71,19,27
npl,110,703,soil_c (0-30 cms),76,80,60,250,70,90
npl,110,703,veg_c (above ground biomass),49,57,1,218,57,83
npl,110,703,veg_c (below ground biomass),17,20,0,78,20,30
npl,110,704,soil_c (0-30 cms),70,80,60,250,70,90
npl,110,704,veg_c (above ground biomass),29,54,1,205,54,78
npl,110,704,veg_c (below ground biomass),13,24,1,91,24,35
npl,110,705,soil_c (0-30 cms),89,80,60,250,70,90
npl,110,705,veg_c (above ground biomass),43,57,1,217,57,83
npl,110,705,veg_c (below ground biomass),16,21,1,80,21,30
npl,110,706,soil_c (0-30 cms),83,80,60,250,70,90
npl,110,706,veg_c (above ground biomass),69,59,1,225,59,86
npl,110,706,veg_c (below ground biomass),22,19,0,71,19,27
npl,110,707,soil_c (0-30 cms),118,80,60,250,70,90
npl,110,707,veg_c (above ground biomass),13,47,1,178,47,68
npl,110,707,veg_c (below ground biomass),9,31,1,118,31,45
npl,110,901,soil_c (0-30 cms),120,80,50,240,60,100
npl,110,901,veg_c (above ground biomass),40,23,1,172,23,45
npl,110,901,veg_c (below ground biomass),14,8,0,59,8,15
npl,110,902,soil_c (0-30 cms),82,80,50,240,60,100
npl,110,902,veg_c (above ground biomass),27,22,1,165,22,43
npl,110,902,veg_c (below ground biomass),11,9,0,65,9,17
npl,110,903,soil_c (0-30 cms),60,80,50,240,60,100
npl,110,903,veg_c (above ground biomass),10,22,1,165,22,43
npl,110,903,veg_c (below ground biomass),4,9,0,66,9,17
npl,110,905,soil_c (0-30 cms),64,80,50,240,60,100
npl,110,905,veg_c (above ground biomass),10,22,1,168,22,44
npl,110,905,veg_c (below ground biomass),4,8,0,63,8,17
npl,110,907,soil_c (0-30 cms),67,80,50,240,60,100
npl,110,907,veg_c (above ground biomass),22,24,1,182,24,48
npl,110,907,veg_c (below ground biomass),6,6,0,49,6,13
npl,110,1001,soil_c (0-30 cms),137,90,50,270,70,140
npl,110,1001,veg_c (above ground biomass),17,16,0,163,16,56
npl,110,1001,veg_c (below ground biomass),8,8,0,78,8,27
npl,110,1002,soil_c (0-30 cms),97,90,50,270,70,140
npl,110,1002,veg_c (above ground biomass),34,17,0,179,17,62
npl,110,1002,veg_c (below ground biomass),12,6,0,62,6,21
npl,110,1003,soil_c (0-30 cms),77,90,50,270,70,140
npl,110,1003,veg_c (above ground biomass),41,18,0,184,18,64
npl,110,1003,veg_c (below ground biomass),13,6,0,57,6,20
npl,110,1004,soil_c (0-30 cms),71,90,50,270,70,140
npl,110,1004,veg_c (above ground biomass),21,17,0,177,17,61
npl,110,1004,veg_c (below ground biomass),7,6,0,64,6,22
npl,110,1005,soil_c (0-30 cms),96,90,50,270,70,140
npl,110,1005,veg_c (above ground biomass),32,18,0,181,18,63
npl,110,1005,veg_c (below ground biomass),11,6,0,60,6,21
npl,110,1006,soil_c (0-30 cms),125,90,50,270,70,140
npl,110,1006,veg_c (above ground biomass),4,14,0,143,14,49
npl,110,1006,veg_c (below ground biomass),3,10,0,98,10,34
npl,110,1007,soil_c (0-30 cms),144,90,50,270,70,140
npl,110,1007,veg_c (above ground biomass),14,16,0,162,16,56
npl,110,1007,veg_c (below ground biomass),7,8,0,79,8,27
npl,110,1101,soil_c (0-30 cms),105,100,50,210,80,120
npl,110,1101,veg_c (above ground biomass),33,32,1,162,32,75
npl,110,1101,veg_c (below ground biomass),15,14,0,71,14,33
npl,110,1102,soil_c (0-30 cms),94,100,50,210,80,120
npl,110,1102,veg_c (above ground biomass),44,33,1,167,33,77
npl,110,1102,veg_c (below ground biomass),17,13,0,66,13,31
npl,110,1103,soil_c (0-30 cms),64,100,50,210,80,120
npl,110,1103,veg_c (above ground biomass),34,35,1,177,35,82
npl,110,1103,veg_c (below ground biomass),11,11,0,57,11,26
npl,110,1105,soil_c (0-30 cms),62,100,50,210,80,120
npl,110,1105,veg_c (above ground biomass),28,34,1,172,34,80
npl,110,1105,veg_c (below ground biomass),10,12,0,61,12,28
npl,110,1106,soil_c (0-30 cms),119,100,50,210,80,120
npl,110,1106,veg_c (above ground biomass),58,34,1,175,34,81
npl,110,1106,veg_c (below ground biomass),19,11,0,58,11,27
npl,110,1107,soil_c (0-30 cms),128,100,50,210,80,120
npl,110,1107,veg_c (above ground biomass),35,33,1,168,33,77
npl,110,1107,veg_c (below ground biomass),14,13,0,66,13,30
npl,110,1201,soil_c (0-30 cms),158,160,70,250,140,180
npl,110,1201,veg_c (above ground biomass),10,4,0,141,4,13
npl,110,1201,veg_c (below ground biomass),7,2,0,91,2,9
npl,110,1202,soil_c (0-30 cms),147,160,70,250,140,180
npl,110,1202,veg_c (above ground biomass),22,4,0,165,4,16
npl,110,1202,veg_c (below ground biomass),9,2,0,67,2,6
npl,110,1203,soil_c (0-30 cms),169,160,70,250,140,180
npl,110,1203,veg_c (above ground biomass),16,4,0,150,4,14
npl,110,1203,veg_c (below ground biomass),9,2,0,81,2,8
npl,110,1205,soil_c (0-30 cms),161,160,70,250,140,180
npl,110,1205,veg_c (above ground biomass),12,4,0,146,4,14
npl,110,1205,veg_c (below ground biomass),7,2,0,85,2,8
npl,110,1206,soil_c (0-30 cms),167,160,70,250,140,180
npl,110,1206,veg_c (above ground biomass),12,4,0,144,4,14
npl,110,1206,veg_c (below ground biomass),7,2,0,88,2,8
npl,110,1207,soil_c (0-30 cms),164,160,70,250,140,180
npl,110,1207,veg_c (above ground biomass),7,3,0,126,3,12
npl,110,1207,veg_c (below ground biomass),6,3,0,106,3,10
npl,110,1301,soil_c (0-30 cms),133,130,40,250,110,160
npl,110,1301,veg_c (above ground biomass),6,0,0,110,0,4
npl,110,1301,veg_c (below ground biomass),4,0,0,81,0,3
npl,110,1302,soil_c (0-30 cms),138,130,40,250,110,160
npl,110,1302,veg_c (above ground biomass),9,0,0,115,0,5
npl,110,1302,veg_c (below ground biomass),6,0,0,76,0,3
npl,110,1303,soil_c (0-30 cms),133,130,40,250,110,160
npl,110,1303,veg_c (above ground biomass),3,0,0,102,0,4
npl,110,1303,veg_c (below ground biomass),3,0,0,89,0,4
npl,110,1305,soil_c (0-30 cms),118,130,40,250,110,160
npl,110,1305,veg_c (above ground biomass),6,0,0,109,0,4
npl,110,1305,veg_c (below ground biomass),5,0,0,82,0,3
npl,110,1306,soil_c (0-30 cms),134,130,40,250,110,160
npl,110,1306,veg_c (above ground biomass),4,0,0,119,0,5
npl,110,1306,veg_c (below ground biomass),2,0,0,72,0,3
npl,110,1307,soil_c (0-30 cms),116,130,40,250,110,160
npl,110,1307,veg_c (above ground biomass),4,0,0,111,0,4
npl,110,1307,veg_c (below ground biomass),3,0,0,80,0,3
npl,110,1401,soil_c (0-30 cms),124,140,80,200,120,160
npl,110,1401,veg_c (above ground biomass),6,1,1,105,1,12
npl,110,1401,veg_c (below ground biomass),2,0,0,40,0,5
npl,110,1402,soil_c (0-30 cms),111,140,80,200,120,160
npl,110,1403,soil_c (0-30 cms),156,140,80,200,120,160
npl,110,1403,veg_c (above ground biomass),6,1,1,122,1,14
npl,110,1403,veg_c (below ground biomass),1,0,0,24,0,3
npl,110,1405,soil_c (0-30 cms),140,140,80,200,120,160
npl,110,1405,veg_c (above ground biomass),5,1,1,103,1,12
npl,110,1405,veg_c (below ground biomass),2,0,0,43,0,5
npl,110,1406,soil_c (0-30 cms),156,140,80,200,120,160
npl,110,1406,veg_c (above ground biomass),6,1,1,122,1,14
npl,110,1406,veg_c (below ground biomass),1,0,0,24,0,3
npl,110,1407,soil_c (0-30 cms),146,140,80,200,120,160
npl,110,1407,veg_c (above ground biomass),9,1,1,105,1,12
npl,110,1407,veg_c (below ground biomass),3,0,0,41,0,5
npl,110,1501,soil_c (0-30 cms),25,150,80,240,120,180
npl,110,1501,veg_c (above ground biomass),1,0,0,0,0,12
npl,110,1501,veg_c (below ground biomass),1,0,0,0,0,10
npl,110,1502,soil_c (0-30 cms),85,150,80,240,120,180
npl,110,1502,veg_c (above ground biomass),9,0,0,0,0,14
npl,110,1502,veg_c (below ground biomass),5,0,0,0,0,8
npl,110,1503,soil_c (0-30 cms),25,150,80,240,120,180
npl,110,1503,veg_c (below ground biomass),1,0,0,0,0,12
npl,110,1505,soil_c (0-30 cms),6,150,80,240,120,180
npl,110,1506,soil_c (0-30 cms),19,150,80,240,120,180
npl,110,1507,soil_c (0-30 cms),16,150,80,240,120,180
nzl,201,301,soil_c (0-30 cms),201,190,70,440,140,240
nzl,201,301,veg_c (above ground biomass),67,76,1,200,76,90
